Date,VOO,Volume,Next Close,RSI,20SMA,STD,ZScore,MACD Signal,Day Change
2018-02-20,249.419998,3454400,248.110001,49.371342466134294,251.8029975,7.829718375525668,-0.3043531562321388,0.0,-1.3099969999999814
2018-02-21,248.110001,2798000,248.410004,47.475022183407106,251.19149775,7.613701588832776,-0.40473043421083504,0.0,0.3000029999999754
2018-02-22,248.410004,3177700,252.490005,47.967909911560575,250.60149840000003,7.344421488438964,-0.2983889750131711,0.0,4.08000100000001
2018-02-23,252.490005,2923100,255.399994,54.254941853767846,250.20949930000003,7.01662397755066,0.3250146662121739,0.0,2.909988999999996
2018-02-26,255.399994,1892000,252.139999,58.13993334561291,249.81149975,6.4633510236393485,0.8646434689312693,0.0,-3.2599950000000035
2018-02-27,252.139999,2947100,249.339996,52.73652637635504,249.34149925000003,5.911616104017185,0.473389966594464,0.0,-2.8000029999999754
2018-02-28,249.339996,2716600,246.050003,48.56192254774633,248.87099905,5.504529073220142,0.08520201160925615,0.0,-3.2899930000000097
2018-03-01,246.050003,5182300,247.360001,44.14049876141789,248.2239997,5.015918081709676,-0.4334194986013458,0.0,1.3099980000000073
2018-03-02,247.360001,3276500,250.199997,46.23939403079105,247.6554992,4.399403641383174,-0.06716778547446321,0.0,2.839995999999985
2018-03-05,250.199997,3024600,250.830002,50.57520528545045,247.50599895,4.257298376390279,0.6327952170184217,0.6650845755875585,0.6300050000000113
2018-03-06,250.830002,1932000,250.720001,51.50947875594119,247.9079994,4.171738164316382,0.7004280913394445,0.7399951568046066,-0.11000100000001112
2018-03-07,250.720001,2730200,251.889999,51.32704184996321,248.07999949999996,4.2130112392460966,0.6266305381308355,0.7637360069305454,1.1699979999999925
2018-03-08,251.889999,3021600,256.25,53.224688721914795,248.37799979999997,4.260908111566331,0.8242372536658736,0.8341059633587768,4.360001000000011
2018-03-09,256.25,2450800,256.0,59.55315488053451,249.35100015,3.6868594401888095,1.8712402688307304,1.1316906736831216,-0.25
2018-03-12,256.0,2029200,254.309998,59.05974093885317,250.12900005,3.3507930756925535,1.7521225027560254,1.2593104616377766,-1.6900019999999927
2018-03-13,254.309998,3080600,252.970001,55.70008798792161,250.6574997,3.127551224441897,1.167846036047505,1.1789417020453432,-1.339997000000011
2018-03-14,252.970001,2352700,252.729996,53.119842941246795,251.07799985,2.8307530887394488,0.6683737827669449,0.9920722682492686,-0.24000499999999647
2018-03-15,252.729996,2161500,252.990005,52.64940785015534,251.3264999,2.745433941894707,0.5112110251800288,0.8161840659131444,0.2600089999999966
2018-03-16,252.990005,1554600,249.610001,53.13364364846746,251.4275001,2.767528568327472,0.5645849216813139,0.6864485136951284,-3.3800039999999854
2018-03-19,249.610001,2715800,250.050003,46.47930873653569,251.36100005,2.7942932109763574,-0.6266339706662964,0.35857981952786044,0.4400019999999927
2018-03-20,250.050003,1991400,249.470001,47.40277285482303,251.3925003,2.775723959349836,-0.4836566314449021,0.16667911193677515,-0.5800020000000075
2018-03-21,249.470001,2777300,243.270004,46.26945375599753,251.4605003,2.7103652140825467,-0.7344026146947945,0.0045860886103032406,-6.199996999999996
2018-03-22,243.270004,3589400,238.089996,36.283233940994,251.2035003,3.1888815738294087,-2.4878616895367998,-0.48899227575167803,-5.180007999999987
2018-03-23,238.089996,3815500,243.52999900000003,30.38309322241781,250.48349985,4.262160259546602,-2.9077986502831297,-1.098257209067919,5.440003000000019
2018-03-26,243.52999900000003,5529000,239.309998,41.197560199175896,249.8900001,4.3615055992176135,-1.4582122974096063,-1.067846125944489,-4.220001000000025
2018-03-27,239.309998,3363600,238.639999,36.4653031922949,249.24850005,4.894374959804033,-2.03059678337312,-1.2521377579549073,-0.6699990000000184
2018-03-28,238.639999,4384100,242.080002,35.76291687438496,248.7135002,5.412511206326128,-1.8611511026944572,-1.3319333110311238,3.4400030000000186
2018-03-29,242.080002,2910800,236.479996,41.94590514557557,248.51500015,5.576856582386323,-1.1538754950815744,-1.0767232601445138,-5.600006000000008
2018-04-02,236.479996,4696400,239.479996,35.88974516091785,247.9709999,6.162853086128732,-1.8645591156251609,-1.199374904575207,3.0
2018-04-03,239.479996,3287900,242.240005,40.81927495928349,247.43499985,6.407019436954031,-1.241607572488011,-1.0008674276059422,2.7600089999999966
2018-04-04,242.240005,4598000,243.990005,45.00862365067897,247.0055,6.452791995640942,-0.7385167541769907,-0.6245042108252075,1.75
2018-04-05,243.990005,3436600,238.619995,47.54417373759385,246.6690002,6.425735525557289,-0.41691650540934144,-0.2194270870973809,-5.370010000000008
2018-04-06,238.619995,4931600,239.589996,41.25773464878548,246.0055,6.536530221838664,-1.1298815655016576,-0.27146974080132535,0.9700010000000248
2018-04-09,239.589996,2956000,243.539993,42.730761246932026,245.1724998,6.2323978992046865,-0.8957232657934702,-0.2020746281639645,3.949996999999996
2018-04-10,243.539993,2903800,242.25,48.40463719100261,244.54949945000004,5.7206791582349,-0.17646618907946454,0.13043446916027968,-1.2899930000000097
2018-04-11,242.25,2068300,244.27999900000003,46.7747948778515,243.94649955,5.278596351385758,-0.3213921726662481,0.2757264316270165,2.029999000000032
2018-04-12,244.27999900000003,1723600,243.600006,49.64801168200421,243.51199945,4.858926967676401,0.15805949649152276,0.5073035732295432,-0.6799930000000245
2018-04-13,243.600006,2887700,245.580002,48.699658145701115,243.05549995,4.376367640128542,0.12441963170717582,0.6067213312018405,1.9799959999999999
2018-04-16,245.580002,2149200,248.220001,51.59879763913643,242.6849998,3.7946356031921193,0.7629196852432207,0.7864639478342732,2.639998999999989
2018-04-17,248.220001,2301800,248.360001,55.23162156986505,242.61549979999995,3.6781053470792817,1.5237467856787872,1.0474575638995436,0.14000000000001478
2018-04-18,248.360001,1365100,247.0,55.422699672197396,242.5309997,3.5224553208824045,1.6548119902170324,1.1837645522967493,-1.3600010000000111
2018-04-19,247.0,1997100,245.0,53.05377254039444,242.40749965,3.314144000682937,1.3857274605610468,1.1363503420747851,-2.0
2018-04-20,245.0,2103900,244.889999,49.690131645230466,242.49399945,3.3578155782311394,0.7463186978601558,0.9328355617622439,-0.11000100000001112
2018-04-23,244.889999,1472600,241.550003,49.50422840063512,242.83399960000003,3.2367582128128003,0.6352032696978285,0.7606377492229834,-3.339995999999985
2018-04-24,241.550003,3653500,242.169998,44.10824508520103,242.73499980000003,3.2442278546692176,-0.365263123641133,0.4092313169157964,0.6199949999999887
2018-04-25,242.169998,2354800,244.660004,45.300149331171205,242.87799980000003,3.1518240525466577,-0.22463239958715345,0.21570635284786266,2.490005999999994
2018-04-26,244.660004,2106800,244.919998,49.91928805045696,243.17900005000007,3.017306434075339,0.4908364405002179,0.2501314277235699,0.25999400000000605
2018-04-27,244.919998,2178600,242.919998,50.390361408317105,243.32099985000005,3.0290490308531512,0.5278878399500766,0.28274229532773615,-2.0
2018-04-30,242.919998,2146100,243.440002,46.747615606694154,243.64299995000005,2.5960599776029514,-0.2784997096514045,0.16763457318858177,0.5200040000000001
2018-05-01,243.440002,2323100,241.77999900000003,47.80413831696175,243.84100025000006,2.4157511466438715,-0.16599319452136707,0.12641253277387487,-1.6600029999999606
2018-05-02,241.77999900000003,1636400,241.210007,44.751770457487574,243.81799995,2.4330128661414903,-0.8376449538600387,-0.005749539843743934,-0.5699920000000418
2018-05-03,241.210007,2666500,244.410004,43.719505488545096,243.67900005,2.4977655432628643,-0.9884807069500556,-0.118407848690955,3.199996999999996
2018-05-04,244.410004,1785200,245.169998,50.60770431148983,243.9685005,2.214060507870222,0.19940895853146107,0.02792592448812048,0.759994000000006
2018-05-07,245.169998,3127200,245.160004,52.10692567191364,244.2475006,1.98439855019344,0.4648750624767895,0.1731409189768704,-0.009994000000006054
2018-05-08,245.160004,1924500,247.539993,52.084536954149826,244.32850115,1.9869276004568501,0.41848673792080143,0.2605088161845861,2.3799890000000232
2018-05-09,247.539993,1506200,249.860001,56.8404210149925,244.59300080000003,2.043917040442285,1.4418355254586461,0.45896868329713514,2.3200080000000014
2018-05-10,249.860001,1537600,250.470001,60.913149542443854,244.8720009,2.341350435413326,2.130394504195361,0.7117813210010285,0.6099999999999852
2018-05-11,250.470001,1703500,250.75,61.930362857634115,245.21550065,2.6172335562304703,2.0076543560628632,0.874657356823276,0.27999900000000366
2018-05-14,250.75,1478200,249.02999900000003,62.41388913206693,245.47400054999997,2.882356740691325,1.8304463758828908,0.949571228091246,-1.720000999999968
2018-05-15,249.02999900000003,2600600,250.089996,57.576166251007535,245.51450045,2.926016142122055,1.2014624592776528,0.8356254172630442,1.0599969999999814
2018-05-16,250.089996,2588700,249.880005,59.65177183342831,245.6010002,3.0324911483151515,1.4802997207408526,0.7847876626293656,-0.20999100000000226
2018-05-17,249.880005,1714200,249.25999500000003,59.035560982913275,245.74500045,3.1611549431356303,1.3080676602009182,0.6933334570497289,-0.6200099999999793
2018-05-18,249.25999500000003,1702800,251.089996,57.158118614193526,245.9580002,3.2461576874533145,1.017200985880174,0.553469125569515,1.8300009999999816
2018-05-21,251.089996,1262900,250.369995,61.0912422745005,246.26800005,3.420713016494227,1.4096464470269798,0.5456866946609649,-0.7200010000000248
2018-05-22,250.369995,1055400,251.149994,58.80384678704793,246.70899965,3.3518860682179685,1.0922195073135066,0.45711970733862595,0.7799990000000037
2018-05-23,251.149994,1484100,250.669998,60.52808067976388,247.15799945000003,3.3150466264918683,1.2042046462026592,0.4172459803861601,-0.47999599999999987
2018-05-24,250.669998,2025300,250.039993,58.89449297528467,247.45849915,3.3472289574309224,0.9594500080044932,0.32862156703193146,-0.6300049999999828
2018-05-25,250.039993,1654700,247.149994,56.730320584578095,247.7144989,3.339073515500349,0.6964489069212716,0.20376478713554969,-2.8899990000000173
2018-05-29,247.149994,4465800,250.410004,48.0141658267837,247.92599870000006,3.1577287916502548,-0.2457477355408203,-0.08194849794283954,3.260009999999994
2018-05-30,250.410004,1359700,248.789993,56.190901115201925,248.27449880000003,3.0252445519028424,0.7058950651301151,-0.060839977597396455,-1.6200109999999768
2018-05-31,248.789993,2378800,251.410004,51.82829913297793,248.62499850000003,2.6331758182885245,0.06265988729427811,-0.15982091024070533,2.6200109999999768
2018-06-01,251.410004,1953900,252.520004,57.56629676809797,249.13499835,2.076589241404595,1.0955491845181642,-0.057930278692215564,1.1100000000000136
2018-06-04,252.520004,2031500,252.869995,59.7535568947857,249.54049835,1.8985329098194,1.5693726638025052,0.06828814295496022,0.3499909999999886
2018-06-05,252.869995,1491200,254.889999,60.445865873774345,249.9254982,1.7479748444465242,1.684518978837115,0.15448053254817018,2.020004
2018-06-06,254.889999,2763200,254.770004,64.26644120275971,250.41199795,1.7074983781005917,2.6225506901982185,0.3172912690176355,-0.11999499999998875
2018-06-07,254.770004,2615900,255.570007,63.871764579717045,250.7734985,1.822651441860581,2.1926877559871607,0.38229718539171653,0.8000030000000038
2018-06-08,255.570007,1517500,255.899994,65.39749512110447,251.0589988,2.08546125895919,2.163074562339912,0.4404340082314171,0.3299869999999885
2018-06-11,255.899994,2648000,256.329987,66.03466738147175,251.33049845,2.330204370558606,1.960984885160344,0.4602186267280526,0.4299930000000245
2018-06-12,256.329987,1182200,255.309998,66.89023561263113,251.6094978,2.566107389963727,1.8395524748739096,0.46026090209877757,-1.0199890000000096
2018-06-13,255.309998,2507800,256.049988,62.846185864010714,251.92349775,2.6150154018239333,1.2950211488766024,0.35434335161141606,0.7399899999999775
2018-06-14,256.049988,1913800,255.830002,64.52200769996008,252.22149734999996,2.726318295060358,1.4042713416612604,0.29907473604964485,-0.21998599999997737
2018-06-15,255.830002,2000100,255.220001,63.603548930242155,252.51899719999992,2.7787121575343035,1.1915609146569968,0.21650408636005336,-0.6100010000000111
2018-06-18,255.220001,2015800,254.25,61.01012281842541,252.81699749999996,2.7324262817191127,0.8794394623111971,0.0957662377447992,-0.9700009999999963
2018-06-19,254.25,1863300,254.710007,57.02806565980658,252.9749977,2.7193266484608816,0.4688669162719575,-0.06575742380303873,0.4600069999999903
2018-06-20,254.710007,1578200,253.119995,58.41426878743307,253.1919983,2.675604430933896,0.5673516916213871,-0.1529678612301979,-1.5900120000000015
2018-06-21,253.119995,4037600,253.570007,52.15197580390621,253.29049835,2.634563902562,-0.06471786462806342,-0.31950727289040803,0.4500120000000152
2018-06-22,253.570007,3092000,250.059998,53.665965540863716,253.43549879999998,2.5652401400719267,0.05243493499840493,-0.3961204900731925,-3.5100089999999966
2018-06-25,250.059998,6690000,250.610001,42.39743422721077,253.43649905,2.563919514412363,-1.3169294242740213,-0.6641699694403924,0.5500030000000038
2018-06-26,250.610001,2968600,248.52999900000003,44.36862945711122,253.6094994,2.2287219273461014,-1.3458378827778388,-0.7775421339490992,-2.080001999999979
2018-06-27,248.52999900000003,3433800,248.880005,38.941349918199656,253.51549915000004,2.3951185894193627,-2.081525387521049,-0.9540909970247995,0.35000599999997917
2018-06-28,248.880005,2638400,249.50999500000003,40.26547201741058,253.51999975000004,2.386303141688346,-1.9444280439228645,-1.003730807697417,0.6299900000000207
2018-06-29,249.50999500000003,3711600,249.800003,42.675190482698504,253.4249993,2.5033618196400784,-1.5638987018516062,-0.9510686517284239,0.29000799999997184
2018-07-02,249.800003,1943100,248.789993,43.79913500490345,253.28899925000005,2.620000662315044,-1.331677621377843,-0.8565754213642468,-1.010009999999994
2018-07-03,248.789993,1157900,250.919998,40.79892693897138,253.08499915,2.7975099755912054,-1.5352960981282404,-0.8218285782783303,2.130004999999983
2018-07-05,250.919998,1948100,253.00999500000003,48.76893653625506,252.88649910000004,2.803233859265467,-0.7015116107777495,-0.6240895649684165,2.0899970000000394
2018-07-06,253.00999500000003,2622200,255.25,55.14933594882768,252.79849865,2.77015505287733,0.07634819927511058,-0.3356868136062089,2.240004999999968
2018-07-09,255.25,3979500,256.140015,60.78624394476175,252.78249830000001,2.7549833071233465,0.8956503270346453,0.004761921793937127,0.8900150000000053
2018-07-10,256.140015,1314500,254.389999,62.787461866025374,252.79449935,2.7690243669729986,1.2081929252422,0.2738211250560607,-1.7500160000000164
2018-07-11,254.389999,2335100,256.570007,56.664056899922656,252.69749995,2.6758894543277063,0.6324996151327421,0.3149255200263506,2.1800079999999866
2018-07-12,256.570007,2874000,256.790009,61.6778935329546,252.7605004,2.75044970043706,1.3850486338269234,0.4610846685360237,0.22000200000002224
2018-07-13,256.790009,1814500,256.630005,62.153773838812285,252.79750145,2.7990025046932745,1.4264037075013414,0.5392942880179413,-0.1600040000000149
2018-07-16,256.630005,993500,257.730011,61.55508496338807,252.8375016,2.84735249012654,1.3319402543769503,0.5453343256908052,1.1000060000000076
2018-07-17,257.730011,1825900,258.200012,64.11428474204487,252.96300209999995,3.0007804100656816,1.5885897161984257,0.5849912062361815,0.47000100000002476
2018-07-18,258.200012,2606800,257.220001,65.1808128931484,253.1605027,3.202213615194696,1.573758001679611,0.6021008328355372,-0.9800109999999904
2018-07-19,257.220001,2050500,256.980011,61.102975292531006,253.2860024,3.307922309583072,1.1892657178202692,0.5102726746376711,-0.23999000000003434
2018-07-20,256.980011,2710700,257.470001,60.11120191981105,253.47900319999997,3.4038225205550483,1.0285518057590022,0.4010416039490412,0.48999000000003434
2018-07-23,257.470001,1447000,258.679993,61.48572051092661,253.67400289999995,3.513398917834003,1.0804346983576345,0.33230036137872654,1.2099919999999997
2018-07-24,258.679993,2916000,261.049988,64.7188450030316,254.10500264999993,3.5718561623532366,1.2808439483705278,0.3377323540227837,2.3699949999999603
2018-07-25,261.049988,2608700,260.27999900000003,70.02634464409941,254.627002,3.7797569197040906,1.6993119230807103,0.4626288606249265,-0.7699889999999527
2018-07-26,260.27999900000003,2166500,258.589996,66.5248546613702,255.214502,3.6987231035927777,1.3695258763976272,0.45441526084757267,-1.690003000000047
2018-07-27,258.589996,2666200,257.100006,59.49336122784311,255.70000155,3.4652919298454683,0.8339829683927489,0.30345254717766834,-1.4899899999999775
2018-07-30,257.100006,1601400,258.399994,54.06736591241882,256.07950209999996,3.1696086604107276,0.3219652674307604,0.08300390199055796,1.2999879999999848
2018-07-31,258.399994,1992500,258.079987,57.6928449895088,256.50950165000006,2.8564222609242687,0.6618392440997901,0.008419798729499384,-0.3200069999999755
2018-08-01,258.079987,1651700,259.390015,56.510409851334714,256.97400135000004,2.255475267712024,0.4903559200282885,-0.07423290030151786,1.3100279999999884
2018-08-02,259.390015,1767300,260.660004,60.114351967538326,257.39750219999996,1.834972474744145,1.085854326113424,-0.05341583034950825,1.2699890000000096
2018-08-03,260.660004,2017600,261.640015,63.29032695327877,257.78000265000003,1.6704796667622264,1.7240565134097627,0.028729371093708655,0.9800109999999904
2018-08-06,261.640015,1843000,262.369995,65.56872303442333,258.09950340000006,1.7644717862501385,2.006556085277086,0.12643647146749526,0.7299800000000118
2018-08-07,262.369995,2619200,262.230011,67.20164512208865,258.41100240000003,1.932926341914912,2.0481859624707126,0.2125309323560336,-0.13998400000002675
2018-08-08,262.230011,1560400,261.899994,66.54984936127795,258.803003,1.871725858685328,1.8309347942690068,0.2308301308144356,-0.330016999999998
2018-08-09,261.899994,1084400,260.119995,64.95045190846474,259.06950235,1.9137894064980472,1.478998493977131,0.19302372730432626,-1.7799989999999752
2018-08-10,260.119995,2395500,259.140015,56.994206594405014,259.23600165000005,1.852090742721357,0.4772948374554689,0.0290588896338404,-0.9799800000000118
2018-08-13,259.140015,3684700,260.809998,53.13507636308795,259.36150215000004,1.7536788442107194,-0.12629858125460536,-0.1543951902414089,1.669983000000002
2018-08-14,260.809998,1531800,258.890015,58.31494368698573,259.5155015,1.7388192923874424,0.7444686780664025,-0.17098143781790354,-1.919983000000002
2018-08-15,258.890015,2587800,260.98999,51.295253866461,259.55000165,1.719109742885062,-0.3839118780702976,-0.31082222439332785,2.099974999999972
2018-08-16,260.98999,1693100,261.859985,57.343442041694715,259.7385011,1.6589271944207784,0.7543965185506122,-0.26333312814043186,0.8699950000000172
2018-08-17,261.859985,2278800,262.440002,59.582721973955174,259.9824998,1.5928199477954692,1.178717784517041,-0.17881300808783251,0.580016999999998
2018-08-20,262.440002,1245500,263.01001,61.05073691049056,260.23099985,1.5689666833286542,1.4079343898580925,-0.0936114115866904,0.5700080000000298
2018-08-21,263.01001,1937900,262.929993,62.492540087027216,260.4475007,1.6372683328023565,1.5651126016796777,-0.012874478982142001,-0.080016999999998
2018-08-22,262.929993,1708100,262.549988,62.14476594609106,260.54150095,1.7209882045622076,1.3878607904855569,0.01937799198723189,-0.38000500000003967
2018-08-23,262.549988,2308100,264.200012,60.42496860927263,260.65500039999995,1.7740349836178941,1.0681793862573534,0.00036191418401299025,1.6500240000000304
2018-08-24,264.200012,2328900,266.190002,64.9594651551952,260.93550120000003,1.866457239774129,1.7490413015811157,0.07975944085443487,1.9899899999999775
2018-08-27,266.190002,2371000,266.339996,69.49859829636486,261.390001,1.9804116544557335,2.423739018703749,0.23819260667245556,0.1499939999999924
2018-08-28,266.339996,3026900,267.799988,69.81598366254669,261.7870011,2.1313227521196487,2.1362296702702257,0.31989131629694567,1.4599919999999997
2018-08-29,267.799988,2116100,266.709991,72.78453233960606,262.27300115,2.3296015799276724,2.37250304842754,0.4320834889620986,-1.0899969999999826
2018-08-30,266.709991,2625500,266.720001,67.45099866464261,262.63899995,2.4211261613132904,1.6814452361259051,0.3937879280111969,0.010010000000022501
2018-08-31,266.720001,3172400,266.350006,67.47457044820186,262.9419998,2.5311954112424493,1.492575872735782,0.332479442227126,-0.36999500000001717
2018-09-04,266.350006,3623300,265.600006,65.58397345525935,263.17749934999995,2.616764655798263,1.2123775223615831,0.23495197388275502,-0.75
2018-09-05,265.600006,4595500,264.820007,61.80369848286239,263.3389998999999,2.661240048527372,0.8496062206982201,0.09504916558158616,-0.7799990000000321
2018-09-06,264.820007,1687900,264.179993,58.05579248721634,263.46849969999994,2.66713416988765,0.5067264014157067,-0.06621085083985423,-0.640013999999951
2018-09-07,264.179993,2634100,264.679993,55.103021600987155,263.58249965,2.6463010639065434,0.22578434409802176,-0.2233192114311715,0.5
2018-09-10,264.679993,2832700,265.679993,56.94535985468932,263.81049955,2.53213408541768,0.3433836521562505,-0.2963274948525594,1.0
2018-09-11,265.679993,3420400,265.709991,60.44163252667117,264.13749844999995,2.321390474978959,0.6644700952406781,-0.2802120421251837,0.029997999999977765
2018-09-12,265.709991,3019800,267.220001,60.545137888053034,264.3824981,2.2133351728953485,0.5997703900686194,-0.2703449584683295,1.5100100000000225
2018-09-13,267.220001,2087500,267.359985,65.446222734338,264.7989974,1.9025203089221745,1.272524444888352,-0.16984440121608602,0.1399839999999699
2018-09-14,267.359985,1861000,265.850006,65.86949293172677,265.11749715,1.7665354343505832,1.269427041424968,-0.10484969279999978,-1.509978999999987
2018-09-17,265.850006,2515300,267.299988,57.664009227883646,265.3169982,1.6053367130485852,0.33202243222096905,-0.17057430297238452,1.4499819999999772
2018-09-18,267.299988,1823600,267.600006,62.495485015607,265.5599975,1.516843555896791,1.147112695462688,-0.12549928756055873,0.30001800000002277
2018-09-19,267.600006,2077500,269.75,63.42555829853948,265.78949730000005,1.459830173808374,1.2402187134389728,-0.0864420978609366,2.1499939999999924
2018-09-20,269.75,3349700,269.559998,69.30090850801896,266.13049764999994,1.5460477797955383,2.3411322711376568,0.06505395830912608,-0.19000199999999268
2018-09-21,269.559998,1352500,268.660004,68.25736353474936,266.48099815,1.4881143443149156,2.069061333736074,0.12960149488748463,-0.8999939999999924
2018-09-24,268.660004,2070900,268.329987,63.38827885882355,266.70399775,1.4635620636132174,1.336469630246547,0.09066227653966319,-0.330016999999998
2018-09-25,268.329987,2360400,266.339996,61.65158431236575,266.81099700000004,1.4998491741012137,1.0127618338092097,0.025068786147860234,-1.9899910000000318
2018-09-26,266.339996,2568400,267.079987,52.339561265739356,266.81099700000004,1.4998491741012137,-0.3140322427968838,-0.15978536594012338,0.7399910000000318
2018-09-27,267.079987,3077500,267.049988,55.05795664825948,266.77499695000006,1.4842385800648903,0.20548586601665075,-0.2351141735323714,-0.029999000000032083
2018-09-28,267.049988,1774300,268.040009,54.9211964878326,266.79199680000005,1.4853433552062143,0.1736912876714452,-0.28644884668704407,0.9900210000000129
2018-10-01,268.040009,1968800,268.01001,58.57793240335719,266.8579972,1.5098034252384165,0.7828911898337653,-0.25430524451507464,-0.02999899999997524
2018-10-02,268.01001,3034100,268.23999,58.42328087601997,266.9409974,1.5251463114291484,0.7009246207980419,-0.23603977770630524,0.229979999999955
2018-10-03,268.23999,2505800,266.040009,59.31017938575231,267.0729966,1.5175979950119645,0.7689739995938559,-0.2103011284103975,-2.1999809999999798
2018-10-04,266.040009,5004400,264.540009,48.62469642065485,267.13399669999995,1.448771108376543,-0.7551142438407051,-0.3358228110152297,-1.5
2018-10-05,264.540009,2564700,264.470001,42.943736094555895,267.15199750000005,1.4137699289746002,-1.847534345206022,-0.5041349249859046,-0.07000799999997298
2018-10-08,264.470001,3219600,264.130005,42.693031127417726,267.14149790000005,1.4327421677930403,-1.8646040858245871,-0.5980362790233692,-0.33999600000004193
2018-10-09,264.130005,2078000,255.600006,41.42809415067281,267.0639985,1.5470612812921372,-1.8964946867194907,-0.6562429039359536,-8.529998999999975
2018-10-10,255.600006,5803900,250.220001,23.00897101979922,266.55849924999995,2.9355337679581712,-3.733049631250605,-1.2101966244924423,-5.380005000000011
2018-10-11,250.220001,9037000,253.600006,17.67215821186721,265.70849925,4.606550284955407,-3.3622770385431613,-1.8420523099600492,3.3800050000000113
2018-10-12,253.600006,7116700,252.210007,28.839351136613146,265.0205003,5.285960002947787,-2.160533619934918,-1.926370735655265,-1.3899990000000173
2018-10-15,252.210007,3306200,257.579987,27.205062202150515,264.33850034999995,5.970534495764544,-2.0313915544083647,-1.9631032263896921,5.369980000000027
2018-10-16,257.579987,3308500,257.670013,41.09339753300301,263.8525002999999,6.103805435674179,-1.0276397840828435,-1.532203820537223,0.09002599999996619
2018-10-17,257.670013,2845800,254.050003,41.29560611902188,263.35600064999994,6.182143350511372,-0.9197437405798148,-1.164252387226397,-3.6200099999999793
2018-10-18,254.050003,3046800,253.850006,35.95145652068872,262.5710008,6.3157414347384595,-1.3491682469982027,-1.0891564092498016,-0.1999969999999962
2018-10-19,253.850006,2684200,252.800003,35.676756607725075,261.7855012,6.3743284878387785,-1.2449146941736176,-0.9808135647230571,-1.0500030000000038
2018-10-22,252.800003,2102000,251.27999900000003,34.19931220873694,260.99250115000007,6.455790737727082,-1.2690154440917427,-0.9093216639184849,-1.5200039999999717
2018-10-23,251.27999900000003,5206500,243.77999900000003,32.125297586023414,260.14000175000007,6.555545651817442,-1.3515278850271923,-0.8925967820955472,-7.5
2018-10-24,243.77999900000003,4065700,248.149994,24.29589588494852,259.0120019000001,7.291315601142308,-2.0890609779137392,-1.2906705184373068,4.36999499999996
2018-10-25,248.149994,4443800,243.75999500000003,34.337501901735116,258.06550225000007,7.4102606708740755,-1.3380781986486512,-1.167407260000752,-4.3899989999999605
2018-10-26,243.75999500000003,5278700,242.5,30.02842302865218,256.9010026000001,7.729956756013932,-1.7000104935614684,-1.2802233317522291,-1.259995000000032
