,0,1,2,3,4
0,0.09151181972658118,-0.4210891364324452,0.36902024251114374,0.13861037317290995,0.8312211587439245
1,-0.6444048619858855,-0.34048958259918366,0.3183952839108009,0.19116260423483045,0.932290341049394
2,-0.10678020946630752,-0.35622837181774325,0.3428160708511256,0.13382028207334726,0.9643214409351771
3,0.08949118084214278,-0.19251881991101516,0.37115607982870413,0.28736504678189934,1.0592644228146753
4,-0.2949690442370042,0.35343647577529286,0.03149831696611246,1.1009094203997452,1.4607650232698575
5,-0.5789361621300813,0.3108697704039653,-0.1673481488993121,1.0083522959365037,1.6329493449640398
6,0.12923041223609805,0.021033295932041764,-0.29943769383484037,0.5543566290250885,1.524516001063305
7,-0.36104393575814003,-0.20156384089261503,-0.4750496163440804,0.16625570137814552,1.2723921947223513
8,-0.48982598732634763,-0.24214816619681598,-0.5255319395190291,0.04413678163752862,1.035084240378975
9,-0.8986012336482367,-0.20037325710777842,-0.5124588121700375,0.08560947328001131,0.8600453344514993
10,-0.11647927611161187,-0.7744411739427498,-0.4966224918383099,-0.839993809213009,0.4176856532866385
11,-0.6043962120740051,-0.6947741403964693,-0.5076096968959606,-0.7288972715778232,0.15877366401938628
12,-0.07505617898062458,-0.7925453140423068,-0.5462816881536392,-0.9237324162006919,-0.059921866823719215
13,0.47193076703685133,-1.6540541623534828,-0.2631492564475449,-2.286208688040514,-0.7258566503918326
14,0.6242195842940257,-2.1630579224847786,0.3718969608775725,-2.612508943857411,-1.5478754842766107
15,1.7783411604557606,-1.2300963852023339,0.4306784153185478,-1.4861484612490774,-1.5068449215126785
16,0.3198440136681208,-1.6383470906179447,0.7459708703650523,-1.9309037975347505,-1.7554907636676786
17,1.0071980075245845,-1.6989417940214269,1.0525459172672627,-1.7992407763654494,-1.863150738667185
18,0.014862251376884392,-1.1655368416657843,1.149787119194384,-1.2496720713698828,-1.5188219303709176
19,1.2175465153946223,-1.688000347399146,1.4965142721879146,-1.8018888773783721,-1.6843032443539707
20,0.26885655915079176,-1.262730964391467,1.6409845943448023,-1.3178418253496014,-1.4164774171764414
21,1.1512695599850427,-0.9013168324017461,1.6680676722426835,-0.9269291930767288,-0.9086890386605881
22,0.3690128931894553,-0.6825755193043266,1.652058681092997,-0.6770387255714135,-0.36215992353865634
23,1.3759646039345932,-1.2249051495054164,1.7176145834969994,-1.2310282602938942,-0.43237575112146687
24,0.04530654390242301,-1.0978274893287048,1.5376631099186813,-1.04908211066077,-0.33874802622193245
25,0.010147427313194781,-0.6083435383853514,1.2348852246296576,-0.4902035406182914,0.10987247611162826
26,-0.5526005020029007,-0.7489496536264806,0.9733100923084391,-0.6028142177895461,0.3059000546391881
27,-0.7847719098248733,-0.5010779117912999,0.7249967155514022,-0.23026972439706733,0.6183433965829658
28,-0.0006966680332913186,-0.5828921496097794,0.4394721079426677,-0.25640863930770047,0.7524776048837875
29,-0.4981106067525451,-0.3327840634318245,0.0952681891753345,0.2397199473202498,0.9949859260493845
30,-0.3953274421641116,-0.019381192409784344,0.02631862432029917,0.8308993402065968,1.347117907060651
31,-1.0262382565152626,-0.0028969292023488286,-0.06577764264025403,0.9327398871627797,1.5310229794283374
32,-0.6005569981935721,-0.2072637189245657,-0.18903297015127724,0.7236552885909575,1.4670518370484815
33,-0.528622253907565,-0.49744423241289865,-0.16319301777388123,0.22682061495312494,1.1924701678224965
34,-0.9538320298228864,-0.5134820618534265,-0.23482121929442992,0.1404814830745355,0.9601412788274021
35,0.5151050845343519,-0.978992280705374,-0.23040152115934454,-0.6369029117225452,0.48602453599685913
36,-0.35962948853903315,-0.8761669801146312,-0.28507575049538914,-0.5276297456907315,0.22492110366105314
37,-0.5266689696526078,-0.47767496291883044,-0.36466822345753613,0.028305281163338875,0.271367334780409
38,-0.4783083456850487,-0.43703557448974384,-0.35772026877944535,0.0570950335523076,0.31536584165990056
39,-0.5001986002664648,-0.7512944029937558,-0.6139147353880713,-0.5694858305252143,0.16006277012263298
40,-0.38098090608459895,-0.6601484358311138,-0.7206013234799263,-0.48206579347309436,0.10444608887427977
41,-0.8435051467325496,-0.9234754973170637,-0.7103877696123537,-1.0039539847448902,-0.07386667274422058
42,-0.14968510844588295,-1.0125287548079005,-0.6720743816593217,-1.121156682816846,-0.22586500155325367
43,-0.7432814580644047,-0.4182854530554423,-0.8399392726329038,-0.19814028283149576,-0.02843181443072027
44,0.1606176695743746,-0.2889479768623274,-0.9758275180876836,0.008132719368948445,0.1674919190795876
45,-0.6494564591969815,-0.29087944630854284,-0.9743311091637232,-0.02791202921101666,0.2853684832053851
46,-0.9312008743171762,0.11940955952750625,-0.9406111361764246,0.767252489220642,0.5531300752747393
47,-0.9100515206600543,0.4707628972436606,-0.7646233383228689,1.30227796187136,0.894224299269445
48,-0.7983101903506106,0.5585176520848993,-0.6013865810572538,1.2069061668679886,1.1139762687544255
49,-0.9500601705719347,0.6002313507147805,-0.4445163500002113,1.0692116682395396,1.2150498899889621
