Date,Open,High,Low,Close,Adj Close,Volume
2019-07-31,276.390015,276.609985,271.070007,273.079987,270.475555,4910000
2019-08-01,273.279999,276.279999,269.940002,270.790009,268.207428,6921000
2019-08-02,269.890015,270.079987,267.149994,268.809998,266.246307,5310400
2019-08-05,264.570007,264.679993,258.700012,260.880005,258.391937,7354000
2019-08-06,262.529999,264.470001,261.059998,264.239990,261.719879,4366800
2019-08-07,261.160004,265.230011,258.989990,264.420013,261.898193,4261200
2019-08-08,266.000000,269.589996,265.399994,269.579987,267.008942,3618800
2019-08-09,268.720001,269.290009,266.000000,267.700012,265.146912,2616300
2019-08-12,266.239990,266.790009,263.570007,264.559998,262.036835,2104500
2019-08-13,264.220001,270.100006,263.910004,268.660004,266.097748,3402300
2019-08-14,264.559998,265.149994,260.570007,260.570007,258.084900,4354800
2019-08-15,261.619995,262.269989,259.339996,261.390015,258.897095,2775200
2019-08-16,263.070007,265.679993,263.019989,265.220001,262.690521,2432700
2019-08-19,268.359985,269.140015,267.640015,268.480011,265.919464,1430800
2019-08-20,267.980011,268.489990,266.290009,266.399994,263.859283,1865000
2019-08-21,268.579987,268.929993,267.920013,268.559998,265.998688,2007400
2019-08-22,269.279999,269.910004,266.700012,268.459991,265.899628,1883700
2019-08-23,267.190002,268.839996,260.329987,261.570007,259.075348,4184200
2019-08-26,263.809998,264.470001,262.269989,264.470001,261.947693,2260000
2019-08-27,265.920013,266.260010,262.709991,263.429993,260.917603,2490400
2019-08-28,262.730011,265.450012,262.000000,265.260010,262.730164,3124000
2019-08-29,267.910004,269.230011,266.899994,268.709991,266.147247,3128700
2019-08-30,270.149994,270.209991,267.660004,268.600006,266.038300,4209200
2019-09-03,266.829987,267.799988,265.679993,267.109985,264.562500,3368500
2019-09-04,269.250000,270.059998,268.480011,269.970001,267.395264,1486100
2019-09-05,272.570007,274.440002,272.459991,273.540009,270.931213,1755800
2019-09-06,273.929993,274.390015,273.190002,273.739990,271.129272,1890800
2019-09-09,274.799988,274.829987,272.959991,273.809998,271.198608,2158500
2019-09-10,273.109985,273.880005,271.869995,273.869995,271.258026,1870400
2019-09-11,274.149994,275.839996,273.500000,275.839996,273.209259,2080300
2019-09-12,276.709991,277.799988,275.940002,276.649994,274.011536,2433700
2019-09-13,277.209991,277.540009,276.149994,276.579987,273.942169,2292000
2019-09-16,275.380005,276.100006,275.040009,275.670013,273.040894,1432400
2019-09-17,275.459991,276.480011,275.339996,276.420013,273.783722,1789200
2019-09-18,276.000000,276.679993,273.950012,276.589996,273.952118,2028700
2019-09-19,277.000000,277.980011,276.230011,276.529999,273.892670,2267900
2019-09-20,277.179993,277.410004,274.500000,275.049988,272.426788,2052700
2019-09-23,274.589996,275.899994,274.329987,275.239990,272.614960,1286400
2019-09-24,276.309998,276.679993,272.059998,272.959991,270.356720,5124900
2019-09-25,273.079987,275.079987,271.600006,274.630005,272.010803,2649200
2019-09-26,273.339996,273.549988,271.350006,272.790009,271.474396,2355000
2019-09-27,273.559998,273.589996,269.720001,271.260010,269.951782,2836500
2019-09-30,271.820007,273.269989,271.790009,272.600006,271.285309,2735200
2019-10-01,273.440002,274.079987,269.089996,269.320007,268.021118,3696000
2019-10-02,267.730011,267.730011,263.250000,264.570007,263.294037,4463500
2019-10-03,264.350006,266.730011,261.589996,266.670013,265.383911,2988800
2019-10-04,267.450012,270.559998,267.359985,270.369995,269.066071,1907800
2019-10-07,269.559998,271.160004,268.899994,269.209991,267.911652,1821900
2019-10-08,267.279999,268.019989,264.959991,265.029999,263.751801,2153100
2019-10-09,267.040009,268.440002,266.390015,267.500000,266.209900,1921200
2019-10-10,267.420013,270.200012,267.250000,269.320007,268.021118,1559300
2019-10-11,272.100006,274.350006,271.940002,272.130005,270.817566,2806500
2019-10-14,271.790009,272.450012,271.480011,271.880005,270.568787,1215500
2019-10-15,272.869995,275.250000,272.769989,274.510010,273.186096,1783800
2019-10-16,274.070007,274.730011,273.619995,274.079987,272.758148,1150800
2019-10-17,275.239990,275.720001,274.190002,274.820007,273.494598,3100600
2019-10-18,274.359985,274.970001,272.809998,273.690002,272.370056,1152200
2019-10-21,275.049988,275.720001,274.570007,275.600006,274.270844,3017500
2019-10-22,276.089996,276.329987,274.519989,274.630005,273.305511,1601500
2019-10-23,274.410004,275.480011,274.179993,275.440002,274.111603,1296500
2019-10-24,276.380005,276.510010,275.049988,275.890015,274.559448,2220600
2019-10-25,275.329987,277.540009,275.279999,277.040009,275.703888,5500900
2019-10-28,278.220001,279.070007,278.220001,278.649994,277.306122,1795900
2019-10-29,278.320007,279.429993,278.179993,278.470001,277.126984,1599200
2019-10-30,278.690002,279.690002,277.380005,279.450012,278.102295,1811300
2019-10-31,279.350006,279.350006,277.149994,278.549988,277.206604,2312100
2019-11-01,280.049988,281.209991,279.910004,281.200012,279.843842,2361900
2019-11-04,282.790009,282.899994,281.959991,282.320007,280.958435,3797500
2019-11-05,282.579987,282.820007,281.709991,281.959991,280.600159,2995600
2019-11-06,282.040009,282.339996,281.119995,282.109985,280.749420,1457200
2019-11-07,283.459991,284.230011,282.579987,283.109985,281.744598,2689600
2019-11-08,282.739990,283.799988,282.000000,283.799988,282.431274,2328700
2019-11-11,282.429993,283.369995,282.239990,283.250000,281.883942,1123700
2019-11-12,283.579987,284.720001,283.029999,283.809998,282.441254,1737600
2019-11-13,282.829987,284.320007,282.589996,283.929993,282.560669,1721400
2019-11-14,283.640015,284.399994,282.989990,284.309998,282.938843,2244000
2019-11-15,285.640015,286.429993,285.000000,286.429993,285.048615,1892400
2019-11-18,286.179993,286.850006,285.709991,286.609985,285.227722,2278500
2019-11-19,287.239990,287.239990,285.880005,286.470001,285.088409,3212500
2019-11-20,285.910004,286.420013,283.890015,285.459991,284.083282,2816300
2019-11-21,285.519989,285.640015,284.170013,285.019989,283.645386,2307200
2019-11-22,285.750000,285.859985,284.600006,285.649994,284.272369,1266500
2019-11-25,286.600006,287.839996,286.570007,287.820007,286.431915,2040300
2019-11-26,287.910004,288.679993,287.570007,288.399994,287.009094,1795700
2019-11-27,289.059998,289.779999,288.760010,289.760010,288.362549,1631500
2019-11-29,289.250000,289.480011,288.480011,288.649994,287.257904,1988500
2019-12-02,289.029999,289.029999,285.839996,286.299988,284.919220,4416100
2019-12-03,283.519989,284.429993,282.100006,284.290009,282.918945,3236000
2019-12-04,285.410004,286.700012,285.070007,286.109985,284.730133,3188800
2019-12-05,286.829987,286.829987,285.290009,286.640015,285.257599,1597200
2019-12-06,288.579987,289.649994,288.549988,289.190002,287.795288,1609400
2019-12-09,288.869995,289.519989,288.269989,288.309998,286.919525,1478900
2019-12-10,288.309998,288.940002,287.350006,288.040009,286.650848,1822700
2019-12-11,288.450012,289.079987,288.079987,288.790009,287.397247,1835400
2019-12-12,288.850006,292.100006,288.609985,291.329987,289.924957,3276600
2019-12-13,291.089996,292.760010,290.299988,291.440002,290.034454,3519600
2019-12-16,293.260010,294.109985,293.220001,293.500000,292.084503,3141900
2019-12-17,293.989990,294.190002,293.500000,293.559998,292.144226,3658200
2019-12-18,294.019989,294.220001,293.570007,293.579987,292.164124,3294400
2019-12-19,293.779999,294.880005,293.750000,294.799988,293.378235,2331600
2019-12-20,295.890015,296.760010,295.779999,296.299988,294.871002,4985600
2019-12-23,295.489990,295.529999,294.989990,295.160004,295.160004,2325200
2019-12-24,295.359985,295.399994,294.850006,295.160004,295.160004,1305900
2019-12-26,295.559998,296.690002,295.519989,296.670013,296.670013,2390300
2019-12-27,297.510010,297.510010,296.149994,296.670013,296.670013,2225400
2019-12-30,296.750000,296.839996,294.510010,295.040009,295.040009,2345400
2019-12-31,294.529999,295.989990,294.170013,295.799988,295.799988,2512700
2020-01-02,297.290009,298.450012,296.339996,298.420013,298.420013,3142400
2020-01-03,295.220001,297.359985,295.040009,296.239990,296.239990,3247900
2020-01-06,294.420013,297.420013,294.350006,297.350006,297.350006,2777100
2020-01-07,296.820007,297.269989,296.059998,296.529999,296.529999,2251800
2020-01-08,296.709991,299.309998,296.470001,298.059998,298.059998,3719500
2020-01-09,299.730011,300.190002,299.089996,300.119995,300.119995,2168500
2020-01-10,300.739990,300.859985,298.790009,299.260010,299.260010,3666800
2020-01-13,299.910004,301.320007,299.480011,301.239990,301.239990,2728000
2020-01-14,300.890015,301.910004,300.320007,300.839996,300.839996,2620100
